Data_Point,Test_Time,DateTime,Step_Time,Step_Index,Cycle_Index,Current,Voltage,Charge_Capacity,Discharge_Capacity,Charge_Energy,Discharge_Energy,dV/dt,Internal_Resistance,Temperature,Aux_Voltage
40051,21447.987,1527763187.3853,7.9809,20,0,-2.6004944,1.999949,4.7895279,5.2519169,16.480888,15.676379,7.5340271e-05,,54.02864586368388,
40052,21448.0278,1527763187.4261,8.0217,20,0,-2.5993397,1.9999843,4.7895279,5.2519169,16.480888,15.676379,7.5340271e-05,,54.03171408112063,
40053,21448.0671,1527763187.4654,8.061,20,0,-2.5981829,1.9999347,4.7895279,5.2519169,16.480888,15.676379,7.5340271e-05,,54.034669496445744,
40054,21448.0959,1527763187.4942,8.0898,20,0,-2.589226,1.9999642,4.7895279,5.2519169,16.480888,15.676379,7.5340271e-05,,54.03683529698934,
40055,21448.1374,1527763187.5357,8.1313,20,0,-2.5879056,1.9999738,4.7895279,5.2519169,16.480888,15.676379,7.5340271e-05,,54.039956155411524,
40056,21448.1798,1527763187.5781,8.1737,20,0,-2.5867488,1.9999557,4.7895279,5.2519169,16.480888,15.676379,7.5340271e-05,,54.0431446951007,
40057,21448.2159,1527763187.6142,8.2098,20,0,-2.5855911,1.9999452,4.7895279,5.2519169,16.480888,15.676379,7.5340271e-05,,54.04585946592097,
40058,21448.2574,1527763187.6557,8.2513,20,0,-2.58443,1.9999738,4.7895279,5.2519169,16.480888,15.676379,7.5340271e-05,,54.048980324343155,
40059,21448.2981,1527763187.6964,8.292,20,0,-2.583267,1.9999776,4.7895279,5.2519169,16.480888,15.676379,7.5340271e-05,,54.052041021639134,
40060,21448.3363,1527763187.7346,8.3302,20,0,-2.5821044,1.9999537,4.7895279,5.2519169,16.480888,15.676379,7.5340271e-05,,54.05491371541571,
40061,21448.3756,1527763187.7739,8.3695,20,0,-2.5809386,1.9999509,4.7895279,5.2519169,16.480888,15.676379,7.5340271e-05,,54.05786913074082,
40062,21448.4092,1527763187.8075,8.4031,20,0,-2.5799365,1.9999566,4.7895279,5.2519169,16.480888,15.676379,7.5340271e-05,,54.060395898041676,
40063,21448.4468,1527763187.8451,8.4407,20,0,-2.5789347,1.9999833,4.7895279,5.2519169,16.480888,15.676379,7.5340271e-05,,54.06322347097358,
40064,21448.4786,1527763187.8769,8.4725,20,0,-2.5779314,1.9999499,4.7895279,5.2519169,16.480888,15.676379,7.5340271e-05,,54.065614875740465,
40065,21448.5107,1527763187.909,8.5046,20,0,-2.5769265,1.9999814,4.7895279,5.2519169,16.480888,15.676379,7.5340271e-05,,54.06802884092968,
40066,21448.5428,1527763187.9411,8.5367,20,0,-2.5759211,1.9999757,4.7895279,5.2519169,16.480888,15.676379,7.5340271e-05,,54.07044280611889,
40067,21448.576,1527763187.9743,8.5699,20,0,-2.5749164,1.9999547,4.7895279,5.2519169,16.480888,15.676379,7.5340271e-05,,54.07293949285664,
40068,21448.6111,1527763188.0094,8.605,20,0,-2.57391,1.9999471,4.7895279,5.2521758,16.48037,15.676897,4.196167e-05,,54.07557906226914,
40069,21448.6492,1527763188.0475,8.6431,20,0,-2.5727332,1.9999738,4.7895279,5.2521758,16.48037,15.676897,4.196167e-05,,54.07844423590494,
40070,21448.6823,1527763188.0806,8.6762,20,0,-2.5717242,1.9999595,4.7895279,5.2521758,16.48037,15.676897,4.196167e-05,,54.08093340250191,
40071,21448.7144,1527763188.1127,8.7083,20,0,-2.5707126,1.9999833,4.7895279,5.2521758,16.48037,15.676897,4.196167e-05,,54.083347367691125,
40072,21448.7527,1527763188.151,8.7466,20,0,-2.5697012,1.9999852,4.7895279,5.2521758,16.48037,15.676897,4.196167e-05,,54.08622758160847,
40073,21448.7856,1527763188.1839,8.7795,20,0,-2.5686898,1.9999804,4.7895279,5.2521758,16.48037,15.676897,4.196167e-05,,54.088701707923896,
40074,21448.8175,1527763188.2158,8.8114,20,0,-2.5676782,1.9999461,4.7895279,5.2521758,16.48037,15.676897,4.196167e-05,,54.091100632831555,
40075,21448.8556,1527763188.2539,8.8495,20,0,-2.5666625,1.9999633,4.7895279,5.2521758,16.48037,15.676897,4.196167e-05,,54.093965806467345,
40076,21448.8875,1527763188.2858,8.8814,20,0,-2.5656459,1.9999804,4.7895279,5.2521758,16.48037,15.676897,4.196167e-05,,54.096364731375004,
40077,21448.9195,1527763188.3178,8.9134,20,0,-2.5646288,1.9999814,4.7895279,5.2521758,16.48037,15.676897,4.196167e-05,,54.09877117642344,
40078,21448.9515,1527763188.3498,8.9454,20,0,-2.5636122,2.0000014,4.7895279,5.2521758,16.48037,15.676897,4.196167e-05,,54.10117762147188,
40079,21448.9878,1527763188.3861,8.9817,20,0,-2.5625961,1.9999328,4.7895279,5.2521758,16.48037,15.676897,4.196167e-05,,54.1039074325737,
40080,21449.0111,1527763188.4094,9.005,20,0,-2.5534184,1.9999547,4.7895279,5.2521758,16.48037,15.676897,4.196167e-05,,54.105659625374585,
40081,21449.0487,1527763188.447,9.0426,20,0,-2.5524037,2.0000033,4.7895279,5.2521758,16.48037,15.676897,4.196167e-05,,54.1084871983065,
40082,21449.0805,1527763188.4788,9.0744,20,0,-2.5431137,1.9999385,4.7895279,5.2521758,16.48037,15.676897,4.196167e-05,,54.11087860307338,
40083,21449.1137,1527763188.512,9.1076,20,0,-2.5421021,1.9999385,4.7895279,5.2521758,16.48037,15.676897,4.196167e-05,,54.11337528981113,
40084,21449.1478,1527763188.5461,9.1417,20,0,-2.5410893,2.0000005,4.7895279,5.2521758,16.48037,15.676897,4.196167e-05,,54.11593965781587,
40085,21449.1838,1527763188.5821,9.1777,20,0,-2.5400777,1.99999,4.7895279,5.2521758,16.48037,15.676897,4.196167e-05,,54.118646908495364,
40086,21449.2136,1527763188.6119,9.2075,20,0,-2.5390656,1.9999413,4.7895279,5.2521758,16.48037,15.676897,4.196167e-05,,54.12088791044672,
40087,21449.2488,1527763188.6471,9.2427,20,0,-2.5380504,1.9999547,4.7895279,5.2521758,16.48037,15.676897,4.196167e-05,,54.123535,
40088,21449.2808,1527763188.6791,9.2747,20,0,-2.5370364,1.9999909,4.7895279,5.2521758,16.48037,15.676897,4.196167e-05,,54.12524221227621,
40089,21449.3191,1527763188.7174,9.313,20,0,-2.5358536,1.9999719,4.7895279,5.2521758,16.48037,15.676897,4.196167e-05,,54.12728553196931,
40090,21449.3567,1527763188.755,9.3506,20,0,-2.534837,1.99997,4.7895279,5.2521758,16.48037,15.676897,4.196167e-05,,54.12929150639386,
40091,21449.3903,1527763188.7886,9.3842,20,0,-2.5338206,2.0000024,4.7895279,5.2521758,16.48037,15.676897,4.196167e-05,,54.13108407928389,
40092,21449.4256,1527763188.8239,9.4195,20,0,-2.5326338,1.9999681,4.7895279,5.2521758,16.48037,15.676897,4.196167e-05,,54.13296734782608,
40093,21449.4628,1527763188.8611,9.4567,20,0,-2.5233092,2.0000052,4.7895279,5.2521758,16.48037,15.676897,4.196167e-05,,54.134951982097185,
40094,21449.4767,1527763188.875,9.4706,20,0,-2.5145514,1.9999681,4.7895279,5.2521758,16.48037,15.676897,4.196167e-05,,54.135693552429665,
40095,21449.4861,1527763188.8844,9.48,20,0,-2.5061724,1.9999642,4.7895279,5.2521758,16.48037,15.676897,4.196167e-05,,54.1361950460358,
40096,21449.5181,1527763188.9164,9.512,20,0,-2.5051699,1.9999442,4.7895279,5.2521758,16.48037,15.676897,4.196167e-05,,54.13790225831202,
40097,21449.5556,1527763188.9539,9.5495,20,0,-2.504164,1.9999738,4.7895279,5.2521758,16.48037,15.676897,4.196167e-05,,54.13990289769821,
40098,21449.5876,1527763188.9859,9.5815,20,0,-2.5031581,2.0000119,4.7895279,5.2521758,16.48037,15.676897,4.196167e-05,,54.14161010997442,
40099,21449.6184,1527763189.0167,9.6123,20,0,-2.5021529,1.9999928,4.7895279,5.2524166,16.479889,15.677379,-2.9563904e-05,,54.14325330179028,
40100,21449.6429,1527763189.0412,9.6368,20,0,-2.4932675,1.9999595,4.7895279,5.2524166,16.479889,15.677379,-2.9563904e-05,,54.144560386189255,
40101,21449.6491,1527763189.0474,9.643,20,0,-2.4849243,1.9999604,4.7895279,5.2524166,16.479889,15.677379,-2.9563904e-05,,54.14489115856777,
40102,21449.6524,1527763189.0507,9.6463,20,0,-2.4766207,1.9999719,4.7895279,5.2524166,16.479889,15.677379,-2.9563904e-05,,54.14506721483376,
40103,21449.6888,1527763189.0871,9.6827,20,0,-2.4754634,1.9999681,4.7895279,5.2524166,16.479889,15.677379,-2.9563904e-05,,54.14700916879795,
40104,21449.7357,1527763189.134,9.7296,20,0,-2.4741409,1.9999967,4.7895279,5.2524166,16.479889,15.677379,-2.9563904e-05,,54.14951130179028,
40105,21449.7753,1527763189.1736,9.7692,20,0,-2.4729834,1.9999719,4.7895279,5.2524166,16.479889,15.677379,-2.9563904e-05,,54.151623976982094,
40106,21449.8142,1527763189.2125,9.8081,20,0,-2.4718242,1.9999423,4.7895279,5.2524166,16.479889,15.677379,-2.9563904e-05,,54.15369930690537,
40107,21449.8537,1527763189.252,9.8476,20,0,-2.4706604,2.0000129,4.7895279,5.2524166,16.479889,15.677379,-2.9563904e-05,,54.155806647058824,
40108,21449.8944,1527763189.2927,9.8883,20,0,-2.4694998,2.0000129,4.7895279,5.2524166,16.479889,15.677379,-2.9563904e-05,,54.15797800767263,
40109,21449.9326,1527763189.3309,9.9265,20,0,-2.4683383,1.9999509,4.7895279,5.2524166,16.479889,15.677379,-2.9563904e-05,,54.16001599232737,
40110,21449.9687,1527763189.367,9.9626,20,0,-2.4671752,1.9999766,4.7895279,5.2524166,16.479889,15.677379,-2.9563904e-05,,54.161941941176465,
40111,21450.0112,1527763189.4095,10.0051,20,0,-2.4660122,1.9999881,4.7895279,5.2524166,16.479889,15.677379,-2.9563904e-05,,54.164209332480816,
40112,21450.0528,1527763189.4511,10.0467,20,0,-2.464684,1.9999709,4.7895279,5.2524166,16.479889,15.677379,-2.9563904e-05,,54.166428708439895,
40113,21450.0997,1527763189.498,10.0936,20,0,-2.4633536,1.9999528,4.7895279,5.2524166,16.479889,15.677379,-2.9563904e-05,,54.16893084143222,
40114,21450.1391,1527763189.5374,10.133,20,0,-2.4621875,1.9999785,4.7895279,5.2524166,16.479889,15.677379,-2.9563904e-05,,54.17103284654731,
40115,21450.1798,1527763189.5781,10.1737,20,0,-2.4610214,2.0000186,4.7895279,5.2524166,16.479889,15.677379,-2.9563904e-05,,54.17320420716112,
40116,21450.219,1527763189.6173,10.2129,20,0,-2.4598565,1.9999747,4.7895279,5.2524166,16.479889,15.677379,-2.9563904e-05,,54.175295542199486,
40117,21450.2583,1527763189.6566,10.2522,20,0,-2.4586902,1.9999423,4.7895279,5.2524166,16.479889,15.677379,-2.9563904e-05,,54.17739221227621,
40118,21450.2905,1527763189.6888,10.2844,20,0,-2.4576881,2.0000215,4.7895279,5.2524166,16.479889,15.677379,-2.9563904e-05,,54.17911009462915,
40119,21450.3087,1527763189.707,10.3026,20,0,-2.449034,1.9999881,4.7895279,5.2524166,16.479889,15.677379,-2.9563904e-05,,54.180081071611255,
40120,21450.315,1527763189.7133,10.3089,20,0,-2.4407589,1.9999804,4.7895279,5.2524166,16.479889,15.677379,-2.9563904e-05,,54.18041717902813,
40121,21450.3563,1527763189.7546,10.3502,20,0,-2.439604,1.9999518,4.7895279,5.2524166,16.479889,15.677379,-2.9563904e-05,,54.18262054987212,
40122,21450.3895,1527763189.7878,10.3834,20,0,-2.438446,1.9999881,4.7895279,5.2524166,16.479889,15.677379,-2.9563904e-05,,54.18439178260869,
40123,21450.4309,1527763189.8292,10.4248,20,0,-2.4372895,1.999969,4.7895279,5.2524166,16.479889,15.677379,-2.9563904e-05,,54.186600488491045,
40124,21450.4701,1527763189.8684,10.464,20,0,-2.4280071,2.0000081,4.7895279,5.2524166,16.479889,15.677379,-2.9563904e-05,,54.18869182352941,
40125,21450.511,1527763189.9093,10.5049,20,0,-2.4268544,2.0000033,4.7895279,5.2524166,16.479889,15.677379,-2.9563904e-05,,54.190873854219944,
40126,21450.5248,1527763189.9231,10.5187,20,0,-2.4182954,1.9999785,4.7895279,5.2524166,16.479889,15.677379,-2.9563904e-05,,54.191610089514064,
40127,21450.5662,1527763189.9645,10.5601,20,0,-2.4171464,1.9999604,4.7895279,5.2524166,16.479889,15.677379,-2.9563904e-05,,54.19381879539642,
40128,21450.6047,1527763190.003,10.5986,20,0,-2.4159963,2.0000234,4.7895279,5.252635,16.479452,15.677815,-9.5367432e-06,,54.19587278516624,
40129,21450.6234,1527763190.0217,10.6173,20,0,-2.4074757,1.9999986,4.7895279,5.252635,16.479452,15.677815,-9.5367432e-06,,54.19687043734015,
40130,21450.6631,1527763190.0614,10.657,20,0,-2.4061692,1.9999747,4.7895279,5.252635,16.479452,15.677815,-9.5367432e-06,,54.19898844757033,
40131,21450.7101,1527763190.1084,10.704,20,0,-2.4048622,1.999989,4.7895279,5.252635,16.479452,15.677815,-9.5367432e-06,,54.20149591560102,
40132,21450.7495,1527763190.1478,10.7434,20,0,-2.4037182,1.9999747,4.7895279,5.252635,16.479452,15.677815,-9.5367432e-06,,54.20359792071611,
40133,21450.793,1527763190.1913,10.7869,20,0,-2.4025736,1.9999843,4.7895279,5.252635,16.479452,15.677815,-9.5367432e-06,,54.20591866240409,
40134,21450.8293,1527763190.2276,10.8232,20,0,-2.3934274,1.9999919,4.7895279,5.252635,16.479452,15.677815,-9.5367432e-06,,54.20785528132992,
40135,21450.8655,1527763190.2638,10.8594,20,0,-2.3922884,1.9999709,4.7895279,5.252635,16.479452,15.677815,-9.5367432e-06,,54.20978656521739,
40136,21450.9069,1527763190.3052,10.9008,20,0,-2.3911467,1.9999766,4.7895279,5.252635,16.479452,15.677815,-9.5367432e-06,,54.211995271099745,
40137,21450.9476,1527763190.3459,10.9415,20,0,-2.3900051,1.9999938,4.7895279,5.252635,16.479452,15.677815,-9.5367432e-06,,54.21416663171355,
40138,21450.9859,1527763190.3842,10.9798,20,0,-2.3888638,1.9999738,4.7895279,5.252635,16.479452,15.677815,-9.5367432e-06,,54.21620995140665,
40139,21451.0231,1527763190.4214,11.017,20,0,-2.3877215,2.0000091,4.7895279,5.252635,16.479452,15.677815,-9.5367432e-06,,54.21819458567775,
40140,21451.0639,1527763190.4622,11.0578,20,0,-2.3865795,1.9999967,4.7895279,5.252635,16.479452,15.677815,-9.5367432e-06,,54.220371281329925,
40141,21451.1019,1527763190.5002,11.0958,20,0,-2.3854368,1.9999814,4.7895279,5.252635,16.479452,15.677815,-9.5367432e-06,,54.222398595907926,
40142,21451.1245,1527763190.5228,11.1184,20,0,-2.3767891,1.9999824,4.7895279,5.252635,16.479452,15.677815,-9.5367432e-06,,54.223604314578004,
40143,21451.1641,1527763190.5624,11.158,20,0,-2.3756511,1.9999995,4.7895279,5.252635,16.479452,15.677815,-9.5367432e-06,,54.22571698976982,
40144,21451.2054,1527763190.6037,11.1993,20,0,-2.3745141,1.9999719,4.7895279,5.252635,16.479452,15.677815,-9.5367432e-06,,54.22792036061381,
40145,21451.2416,1527763190.6399,11.2355,20,0,-2.3733737,1.9999804,4.7895279,5.252635,16.479452,15.677815,-9.5367432e-06,,54.22985164450128,
40146,21451.2798,1527763190.6781,11.2737,20,0,-2.3722363,1.9999995,4.7895279,5.252635,16.479452,15.677815,-9.5367432e-06,,54.23188962915601,
40147,21451.3206,1527763190.7189,11.3145,20,0,-2.3710983,1.9999681,4.7895279,5.252635,16.479452,15.677815,-9.5367432e-06,,54.23406632480818,
40148,21451.3599,1527763190.7582,11.3538,20,0,-2.3699589,1.9999852,4.7895279,5.252635,16.479452,15.677815,-9.5367432e-06,,54.23616299488491,
40149,21451.4036,1527763190.8019,11.3975,20,0,-2.368818,2.0000014,4.7895279,5.252635,16.479452,15.677815,-9.5367432e-06,,54.238494406649615,
40150,21451.4398,1527763190.8381,11.4337,20,0,-2.3676782,1.99999,4.7895279,5.252635,16.479452,15.677815,-9.5367432e-06,,54.24042569053709,
40151,21451.476,1527763190.8743,11.4699,20,0,-2.3665392,1.9999528,4.7895279,5.252635,16.479452,15.677815,-9.5367432e-06,,54.24235697442455,
40152,21451.5173,1527763190.9156,11.5112,20,0,-2.3653975,2.0000014,4.7895279,5.252635,16.479452,15.677815,-9.5367432e-06,,54.24456034526854,
40153,21451.5582,1527763190.9565,11.5521,20,0,-2.356292,1.9999928,4.7895279,5.252635,16.479452,15.677815,-9.5367432e-06,,54.24674237595908,
40154,21451.5645,1527763190.9628,11.5584,20,0,-2.3481987,1.9999824,4.7895279,5.252635,16.479452,15.677815,-9.5367432e-06,,54.24707848337596,
40155,21451.5677,1527763190.966,11.5616,20,0,-2.3401399,1.9999738,4.7895279,5.252635,16.479452,15.677815,-9.5367432e-06,,54.247249204603584,
40156,21451.574,1527763190.9723,11.5679,20,0,-2.3321161,1.9999623,4.7895279,5.252635,16.479452,15.677815,-9.5367432e-06,,54.24758531202046,
40157,21451.5839,1527763190.9822,11.5778,20,0,-2.3161774,1.9999394,4.7895279,5.252635,16.479452,15.677815,-9.5367432e-06,,54.24811348081842,
40158,21451.6261,1527763191.0244,11.62,20,0,-2.3150685,1.999969,4.7895279,5.2528491,16.479023,15.678244,-5.7220459e-06,,54.250364867007676,
40159,21451.6656,1527763191.0639,11.6595,20,0,-2.313802,1.999989,4.7895279,5.2528491,16.479023,15.678244,-5.7220459e-06,,54.25247220716113,
40160,21451.7126,1527763191.1109,11.7065,20,0,-2.3125339,2.0000033,4.7895279,5.2528491,16.479023,15.678244,-5.7220459e-06,,54.25497967519182,
40161,21451.7521,1527763191.1504,11.746,20,0,-2.3114259,1.9999671,4.7895279,5.2528491,16.479023,15.678244,-5.7220459e-06,,54.25708701534527,
40162,21451.7935,1527763191.1918,11.7874,20,0,-2.3103156,1.9999738,4.7895279,5.2528491,16.479023,15.678244,-5.7220459e-06,,54.25929572122762,
40163,21451.8294,1527763191.2277,11.8233,20,0,-2.3092065,2.0000148,4.7895279,5.2528491,16.479023,15.678244,-5.7220459e-06,,54.261211,
40164,21451.871,1527763191.2693,11.8649,20,0,-2.3080986,1.9999728,4.7895279,5.2528491,16.479023,15.678244,-5.7220459e-06,,54.26343037595908,
40165,21451.9087,1527763191.307,11.9026,20,0,-2.3069878,1.9999871,4.7895279,5.2528491,16.479023,15.678244,-5.7220459e-06,,54.265441685422,
40166,21451.948,1527763191.3463,11.9419,20,0,-2.3058786,1.9999747,4.7895279,5.2528491,16.479023,15.678244,-5.7220459e-06,,54.26753835549872,
40167,21451.9865,1527763191.3848,11.9804,20,0,-2.3047667,1.9999814,4.7895279,5.2528491,16.479023,15.678244,-5.7220459e-06,,54.26959234526854,
40168,21452.0287,1527763191.427,12.0226,20,0,-2.3036544,2.0000129,4.7895279,5.2528491,16.479023,15.678244,-5.7220459e-06,,54.2718437314578,
40169,21452.0639,1527763191.4622,12.0578,20,0,-2.3025432,1.9999948,4.7895279,5.2528491,16.479023,15.678244,-5.7220459e-06,,54.273721664961634,
40170,21452.1023,1527763191.5006,12.0962,20,0,-2.3014319,1.9999862,4.7895279,5.2528491,16.479023,15.678244,-5.7220459e-06,,54.27461607298372,
40171,21452.1471,1527763191.5454,12.141,20,0,-2.3001616,1.9999566,4.7895279,5.2528491,16.479023,15.678244,-5.7220459e-06,,54.27565603302733,
40172,21452.1942,1527763191.5925,12.1881,20,0,-2.2988906,1.9999671,4.7895279,5.2528491,16.479023,15.678244,-5.7220459e-06,,54.276749383876755,
40173,21452.2365,1527763191.6348,12.2304,20,0,-2.2977774,2.0000205,4.7895279,5.2528491,16.479023,15.678244,-5.7220459e-06,,54.27773131043579,
40174,21452.2759,1527763191.6742,12.2698,20,0,-2.2965074,2.00001,4.7895279,5.2528491,16.479023,15.678244,-5.7220459e-06,,54.27864591815272,
40175,21452.3079,1527763191.7062,12.3018,20,0,-2.2879412,1.9999185,4.7895279,5.2528491,16.479023,15.678244,-5.7220459e-06,,54.2793887467553,
40176,21452.343,1527763191.7413,12.3369,20,0,-2.286834,1.9999871,4.7895279,5.2528491,16.479023,15.678244,-5.7220459e-06,,54.28020353687876,
40177,21452.3871,1527763191.7854,12.381,20,0,-2.2857277,2.0000205,4.7895279,5.2528491,16.479023,15.678244,-5.7220459e-06,,54.281227247546695,
40178,21452.4272,1527763191.8255,12.4211,20,0,-2.2844644,1.9999461,4.7895279,5.2528491,16.479023,15.678244,-5.7220459e-06,,54.2821581046393,
40179,21452.471,1527763191.8693,12.4649,20,0,-2.2833567,1.9999843,4.7895279,5.2528491,16.479023,15.678244,-5.7220459e-06,,54.28317485128909,
40180,21452.4879,1527763191.8862,12.4818,20,0,-2.2751191,2.0000129,4.7895279,5.2528491,16.479023,15.678244,-5.7220459e-06,,54.283567157644825,
40181,21452.5231,1527763191.9214,12.517,20,0,-2.2740195,1.9999938,4.7895279,5.2528491,16.479023,15.678244,-5.7220459e-06,,54.28438426910766,
40182,21452.5669,1527763191.9652,12.5608,20,0,-2.2729185,1.9999366,4.7895279,5.2528491,16.479023,15.678244,-5.7220459e-06,,54.28540101575745,
40183,21452.6065,1527763192.0048,12.6004,20,0,-2.2716568,2.0000043,4.7895279,5.2530437,16.478634,15.678633,2.5749207e-05,,54.28632026615314,
40184,21452.6446,1527763192.0429,12.6385,20,0,-2.2630029,1.9999948,4.7895279,5.2530437,16.478634,15.678633,2.5749207e-05,,54.28720469645809,
40185,21452.681,1527763192.0793,12.6749,20,0,-2.2619052,1.9999547,4.7895279,5.2530437,16.478634,15.678633,2.5749207e-05,,54.288049663993526,
40186,21452.7223,1527763192.1206,12.7162,20,0,-2.2608066,1.9999852,4.7895279,5.2530437,16.478634,15.678633,2.5749207e-05,,54.28900837715874,
40187,21452.7598,1527763192.1581,12.7537,20,0,-2.2597096,1.9999948,4.7895279,5.2530437,16.478634,15.678633,2.5749207e-05,,54.289878879427384,
40188,21452.7994,1527763192.1977,12.7933,20,0,-2.258611,2.0000081,4.7895279,5.2530437,16.478634,15.678633,2.5749207e-05,,54.29079812982308,
40189,21452.8436,1527763192.2419,12.8375,20,0,-2.2573571,1.9999757,4.7895279,5.2530437,16.478634,15.678633,2.5749207e-05,,54.2918241618304,
40190,21452.8887,1527763192.287,12.8826,20,0,-2.2561002,2.0000014,4.7895279,5.2530437,16.478634,15.678633,2.5749207e-05,,54.29287108589216,
40191,21452.9282,1527763192.3265,12.9221,20,0,-2.2550035,1.9999862,4.7895279,5.2530437,16.478634,15.678633,2.5749207e-05,,54.293788014948476,
40192,21452.9696,1527763192.3679,12.9635,20,0,-2.2539046,1.9999814,4.7895279,5.2530437,16.478634,15.678633,2.5749207e-05,,54.29474904945306,
40193,21453.0072,1527763192.4055,13.0011,20,0,-2.2528071,2.0000091,4.7895279,5.2530437,16.478634,15.678633,2.5749207e-05,,54.295621873061094,
40194,21453.044,1527763192.4423,13.0379,20,0,-2.2517095,1.9999833,4.7895279,5.2530437,16.478634,15.678633,2.5749207e-05,,54.296476125954065,
40195,21453.0848,1527763192.4831,13.0787,20,0,-2.2506111,1.9999957,4.7895279,5.2530437,16.478634,15.678633,2.5749207e-05,,54.297423232422354,
40196,21453.124,1527763192.5223,13.1179,20,0,-2.2495127,1.9999785,4.7895279,5.2530437,16.478634,15.678633,2.5749207e-05,,54.29833319746052,
40197,21453.1624,1527763192.5607,13.1563,20,0,-2.248414,1.9999833,4.7895279,5.2530437,16.478634,15.678633,2.5749207e-05,,54.29922459178362,
40198,21453.2039,1527763192.6022,13.1978,20,0,-2.2473142,2.00001,4.7895279,5.2530437,16.478634,15.678633,2.5749207e-05,,54.30018794762759,
40199,21453.24,1527763192.6383,13.2339,20,0,-2.2462146,2.0000014,4.7895279,5.2530437,16.478634,15.678633,2.5749207e-05,,54.30102595114488,
40200,21453.2656,1527763192.6639,13.2595,20,0,-2.2379072,1.9999766,4.7895279,5.2530437,16.478634,15.678633,2.5749207e-05,,54.30162021402695,
40201,21453.3008,1527763192.6991,13.2947,20,0,-2.2368128,1.9999738,4.7895279,5.2530437,16.478634,15.678633,2.5749207e-05,,54.302437325489784,
40202,21453.3447,1527763192.743,13.3386,20,0,-2.235719,2.000011,4.7895279,5.2530437,16.478634,15.678633,2.5749207e-05,,54.30345639347895,
40203,21453.386,1527763192.7843,13.3799,20,0,-2.2346241,1.999969,4.7895279,5.2530437,16.478634,15.678633,2.5749207e-05,,54.30441510664416,
40204,21453.4192,1527763192.8175,13.4131,20,0,-2.2335293,1.9999843,4.7895279,5.2530437,16.478634,15.678633,2.5749207e-05,,54.30518579131934,
40205,21453.4585,1527763192.8568,13.4524,20,0,-2.2324355,1.9999652,4.7895279,5.2530437,16.478634,15.678633,2.5749207e-05,,54.30609807769688,
40206,21453.4999,1527763192.8982,13.4938,20,0,-2.2313404,1.9999681,4.7895279,5.2530437,16.478634,15.678633,2.5749207e-05,,54.30705911220147,
40207,21453.5407,1527763192.939,13.5346,20,0,-2.2302458,1.9999957,4.7895279,5.2530437,16.478634,15.678633,2.5749207e-05,,54.30800621866976,
40208,21453.5769,1527763192.9752,13.5708,20,0,-2.2291524,2.0000033,4.7895279,5.2530437,16.478634,15.678633,2.5749207e-05,,54.308846543526435,
40209,21453.6175,1527763193.0158,13.6114,20,0,-2.2280591,1.9999967,4.7895279,5.2532344,16.478252,15.679014,-2.0980835e-05,,54.309789007315956,
40210,21453.6546,1527763193.0529,13.6485,20,0,-2.226965,1.9999633,4.7895279,5.2532344,16.478252,15.679014,-2.0980835e-05,,54.310650224227075,
40211,21453.6853,1527763193.0836,13.6792,20,0,-2.2185166,2.0000234,4.7895279,5.2532344,16.478252,15.679014,-2.0980835e-05,,54.31136287541768,
40212,21453.7247,1527763193.123,13.7186,20,0,-2.2174275,1.9999738,4.7895279,5.2532344,16.478252,15.679014,-2.0980835e-05,,54.31227748313461,
40213,21453.76,1527763193.1583,13.7539,20,0,-2.216337,1.99997,4.7895279,5.2532344,16.478252,15.679014,-2.0980835e-05,,54.31309691593683,
40214,21453.7824,1527763193.1807,13.7763,20,0,-2.2080741,1.9999633,4.7895279,5.2532344,16.478252,15.679014,-2.0980835e-05,,54.31361689595864,
40215,21453.7889,1527763193.1872,13.7828,20,0,-2.2003171,1.999969,4.7895279,5.2532344,16.478252,15.679014,-2.0980835e-05,,54.313767783018534,
40216,21453.7983,1527763193.1966,13.7922,20,0,-2.1926005,1.9999824,4.7895279,5.2532344,16.478252,15.679014,-2.0980835e-05,,54.31398598892054,
40217,21453.836,1527763193.2343,13.8299,20,0,-2.1915259,1.9999919,4.7895279,5.2532344,16.478252,15.679014,-2.0980835e-05,,54.314861133867964,
40218,21453.8727,1527763193.271,13.8666,20,0,-2.1904521,1.9999995,4.7895279,5.2532344,16.478252,15.679014,-2.0980835e-05,,54.31571306542155,
40219,21453.9134,1527763193.3117,13.9073,20,0,-2.1893778,2.0000186,4.7895279,5.2532344,16.478252,15.679014,-2.0980835e-05,,54.316657850550456,
40220,21453.9272,1527763193.3255,13.9211,20,0,-2.181566,2.0000005,4.7895279,5.2532344,16.478252,15.679014,-2.0980835e-05,,54.31697819538532,
40221,21453.9623,1527763193.3606,13.9562,20,0,-2.1804988,1.9999452,4.7895279,5.2532344,16.478252,15.679014,-2.0980835e-05,,54.317792985508774,
40222,21454.0062,1527763193.4045,14.0001,20,0,-2.1794279,1.9999995,4.7895279,5.2532344,16.478252,15.679014,-2.0980835e-05,,54.31881205349794,
40223,21454.0487,1527763193.447,14.0426,20,0,-2.1782072,1.9999995,4.7895279,5.2532344,16.478252,15.679014,-2.0980835e-05,,54.319798622735746,
40224,21454.0793,1527763193.4776,14.0732,20,0,-2.1698031,1.9999795,4.7895279,5.2532344,16.478252,15.679014,-2.0980835e-05,,54.32050895258697,
