Data_Point,Test_Time,DateTime,Step_Time,Step_Index,Cycle_Index,Current,Voltage,Charge_Capacity,Discharge_Capacity,Charge_Energy,Discharge_Energy,dV/dt,Internal_Resistance,Temperature,Aux_Voltage
0,10.002,1527741749.4003,10.002,0,0,0.0,3.3003545,0.0,0.0,0.0,0.0,6.7710876e-05,,,
1,20.0001,1527741759.3984,20.0001,0,0,0.0,3.3004384,0.0,0.0,0.0,0.0,-9.5367432e-07,,32.174412,
2,30.0028,1527741769.4011,30.0028,0,0,0.0,3.3003936,0.0,0.0,0.0,0.0,9.5367432e-06,,32.113926,
3,40.0039,1527741779.4022,40.0039,0,0,0.0,3.3003955,0.0,0.0,0.0,0.0,2.8610229e-05,,32.128719,
4,50.0023,1527741789.4006,50.0023,0,0,0.0,3.3003583,0.0,0.0,0.0,0.0,-5.0544739e-05,,32.142792,
5,60.0013,1527741799.3996,60.0013,0,0,0.0,3.3003926,0.0,0.0,0.0,0.0,-1.9073486e-06,,32.126629,
6,60.0049,1527741799.4032,60.0049,0,0,0.0,3.3003888,0.0,0.0,0.0,0.0,-1.9073486e-06,,32.12685174534162,
7,60.0708,1527741799.4691,0.0063,1,0,1.0944824,3.3224864,0.0,1.6849216e-07,0.0,5.5606267e-07,-0.00018596649,,32.13092922256729,
8,60.1189,1527741799.5172,0.0544,1,0,1.097332,3.3235068,0.0,1.6849216e-07,0.0,5.5606267e-07,-0.00018596649,,32.13390534782609,
9,60.1947,1527741799.593,0.1302,1,0,1.0991249,3.3245358,0.0,1.6849216e-07,0.0,5.5606267e-07,-0.00018596649,,32.1385953747412,
10,60.3884,1527741799.7867,0.3239,1,0,1.0982018,3.3255639,0.0,1.6849216e-07,0.0,5.5606267e-07,-0.00018596649,,32.150580311594204,
11,60.7228,1527741800.1211,0.6583,1,0,1.1001778,3.3265805,0.0002000391,1.6849216e-07,0.0006651929,5.5606267e-07,0.025998116,,32.171270878881984,
12,61.1605,1527741800.5588,1.096,1,0,1.0985527,3.3275905,0.0002000391,1.6849216e-07,0.0006651929,5.5606267e-07,0.025998116,,32.198353,
13,61.693,1527741801.0913,1.6285,1,0,1.098999,3.3285966,0.00049573509,1.6849216e-07,0.0016491632,5.5606267e-07,0.0022058487,,32.18708951315789,
14,62.2854,1527741801.6837,2.2209,1,0,1.0992508,3.3296113,0.00049573509,1.6849216e-07,0.0016491632,5.5606267e-07,0.0022058487,,32.174559016246604,
15,62.9238,1527741802.3221,2.8593,1,0,1.0988464,3.3306346,0.00087231753,1.6849216e-07,0.0029030489,5.5606267e-07,0.0016050339,,32.16105552328886,
16,63.6259,1527741803.0242,3.5614,1,0,1.1001587,3.3316417,0.0010860048,1.6849216e-07,0.0036148715,5.5606267e-07,0.0015115738,,32.14620464232765,
17,64.3981,1527741803.7964,4.3336,1,0,1.1001244,3.3326507,0.0010860048,1.6849216e-07,0.0036148715,5.5606267e-07,0.0015115738,,32.129871,
18,65.163,1527741804.5613,5.0985,1,0,1.099411,3.3336539,0.0015562016,1.6849216e-07,0.0051818723,5.5606267e-07,0.0013093948,,32.1420563738982,
19,66.023,1527741805.4213,5.9585,1,0,1.0995026,3.3346591,0.0018179684,1.6849216e-07,0.0060546445,5.5606267e-07,0.0012531281,,32.15575675506234,
20,66.9167,1527741806.315,6.8522,1,0,1.0994835,3.3356709,0.0020919291,1.6849216e-07,0.0069683488,5.5606267e-07,0.0011758804,,32.169994,
21,67.8278,1527741807.2261,7.7633,1,0,1.0994415,3.3366714,0.0023704346,1.6849216e-07,0.0078974878,5.5606267e-07,0.0011205673,,32.16347259171839,
22,68.8247,1527741808.223,8.7602,1,0,1.0996666,3.3376737,0.0026747992,1.6849216e-07,0.0089132003,5.5606267e-07,0.0010623932,,32.156337050157696,
23,69.8653,1527741809.2636,9.8008,1,0,1.0994492,3.3386827,0.0029919578,1.6849216e-07,0.0099719344,5.5606267e-07,0.0010251999,,32.148888715773055,
24,70.9582,1527741810.3565,10.8937,1,0,1.0986862,3.339685,0.0033244893,1.6849216e-07,0.01108232,5.5606267e-07,0.00092506409,,32.146330499002,
25,72.0478,1527741811.4461,11.9833,1,0,1.0998573,3.3406882,0.0036582907,1.6849216e-07,0.012197278,5.5606267e-07,0.00089073181,,32.14378048702595,
26,73.2722,1527741812.6705,13.2077,1,0,1.0994911,3.3416896,0.0040331134,1.6849216e-07,0.013449624,5.5606267e-07,0.00089645386,,32.140915,
27,74.4959,1527741813.8942,14.4314,1,0,1.0992699,3.3426948,0.0044059302,1.6849216e-07,0.014695649,5.5606267e-07,0.00083065033,,32.17400401968043,
28,75.8381,1527741815.2364,15.7736,1,0,1.0995979,3.3436952,0.0048162583,1.6849216e-07,0.016067453,5.5606267e-07,0.00072002411,,32.21029729598597,
29,77.2072,1527741816.6055,17.1427,1,0,1.0997925,3.3447061,0.0052341111,1.6849216e-07,0.017464833,5.5606267e-07,0.0007610321,,32.19723424014614,
30,78.6847,1527741818.083,18.6202,1,0,1.0980225,3.345717,0.0056856317,1.6849216e-07,0.01897526,5.5606267e-07,0.00069332123,,32.18313295440174,
31,80.2562,1527741819.6545,20.1917,1,0,1.1000938,3.346725,0.0061661098,1.6849216e-07,0.020583043,5.5606267e-07,0.00065326691,,32.21106393186398,
32,81.8608,1527741821.2591,21.7963,1,0,1.1003876,3.3477416,0.0066556442,1.6849216e-07,0.022221617,5.5606267e-07,0.00063419342,,32.239586,
33,83.6835,1527741823.0818,23.619,1,0,1.0992317,3.3487458,0.007212901,1.6849216e-07,0.024087448,5.5606267e-07,0.00053691864,,32.22056749631067,
34,85.5199,1527741824.9182,25.4554,1,0,1.0992241,3.3497558,0.0077731786,1.6849216e-07,0.025963968,5.5606267e-07,0.00058555603,,32.2014060434248,
35,87.4908,1527741826.8891,27.4263,1,0,1.0999832,3.3507562,0.0083757341,1.6849216e-07,0.027982689,5.5606267e-07,0.00054645538,,32.205383,
36,89.5916,1527741828.9899,29.5271,1,0,1.0997658,3.3517604,0.0090172086,1.6849216e-07,0.030132456,5.5606267e-07,0.00049877167,,32.18195111537912,
37,91.7801,1527741831.1784,31.7156,1,0,1.1000252,3.3527656,0.0096840719,1.6849216e-07,0.032367963,5.5606267e-07,0.00046730042,,32.18499726144209,
38,94.1253,1527741833.5236,34.0608,1,0,1.0982018,3.353766,0.010401172,1.6849216e-07,0.034772586,5.5606267e-07,0.00042247772,,32.18826286075391,
39,96.7396,1527741836.1379,36.6751,1,0,1.0995979,3.3547807,0.011199775,1.6849216e-07,0.037451312,5.5606267e-07,0.00040054321,,32.24055299977049,
40,99.5858,1527741838.9841,39.5213,1,0,1.100666,3.3557925,0.012068199,1.6849216e-07,0.040365126,5.5606267e-07,0.00032234192,,32.21126702905629,
41,102.5271,1527741841.9254,42.4626,1,0,1.0989075,3.3567939,0.012966915,1.6849216e-07,0.043381482,5.5606267e-07,0.00034999847,,32.194363574677865,
42,105.8776,1527741845.2759,45.8131,1,0,1.0994797,3.3577943,0.013991307,1.6849216e-07,0.046820674,5.5606267e-07,0.00029468536,,32.204956,
43,109.1833,1527741848.5816,49.1188,1,0,1.1003342,3.3588128,0.015000078,1.6849216e-07,0.050208405,5.5606267e-07,0.00030708313,,32.196236,
44,113.2431,1527741852.6414,53.1786,1,0,1.1003265,3.3598142,0.016240321,1.6849216e-07,0.054374728,5.5606267e-07,0.00022888184,,32.290940667257814,
45,117.5274,1527741856.9257,57.4629,1,0,1.1002426,3.3608146,0.017548654,1.6849216e-07,0.058771122,5.5606267e-07,0.00019454956,,32.274979,
46,122.2813,1527741861.6796,62.2168,1,0,1.1002808,3.3618178,0.019001497,1.6849216e-07,0.063654572,5.5606267e-07,0.00020503998,,32.23539,
47,127.5924,1527741866.9907,67.5279,1,0,1.0991249,3.362823,0.020621801,1.6849216e-07,0.069102533,5.5606267e-07,0.00022697449,,32.293768900813376,
48,133.46,1527741872.8583,73.3955,1,0,1.0986786,3.3638272,0.022415584,1.6849216e-07,0.075135596,5.5606267e-07,0.00016784668,,32.309925,
49,140.1577,1527741879.556,80.0932,1,0,1.0984306,3.3648324,0.024460131,1.6849216e-07,0.082014114,5.5606267e-07,0.00016212463,,32.31089,
50,147.4827,1527741886.881,87.4182,1,0,1.0991707,3.3658452,0.026696879,1.6849216e-07,0.089541502,5.5606267e-07,0.00010204315,,32.335751,
51,155.9164,1527741895.3147,95.8519,1,0,1.0992699,3.3668561,0.029272547,1.6849216e-07,0.098212011,5.5606267e-07,0.0001449585,,32.324738,
52,165.9167,1527741905.315,105.8522,1,0,1.0986404,3.3678441,0.03232782,1.6849216e-07,0.10850015,5.5606267e-07,3.6239624e-05,,32.357779669593214,
53,175.9216,1527741915.3199,115.8571,1,0,1.1000633,3.3687453,0.035383195,1.6849216e-07,0.11879161,5.5606267e-07,8.7738037e-05,,32.362724,
54,185.9243,1527741925.3226,125.8598,1,0,1.0998039,3.3695607,0.038438,1.6849216e-07,0.12908378,5.5606267e-07,5.0544739e-05,,32.384766,
55,195.9288,1527741935.3271,135.8643,1,0,1.1000443,3.3703179,0.041491956,1.6849216e-07,0.13937543,5.5606267e-07,7.8201294e-05,,32.338154,
56,205.932,1527741945.3303,145.8675,1,0,1.0991173,3.3709769,0.044546798,1.6849216e-07,0.14967225,5.5606267e-07,7.0571899e-05,,32.384330538382336,
57,215.9369,1527741955.3352,155.8724,1,0,1.1005516,3.3715568,0.047601175,1.6849216e-07,0.15996951,5.5606267e-07,2.0980835e-05,,32.36209122229108,
58,225.9406,1527741965.3389,165.8761,1,0,1.0982933,3.3722024,0.050656926,1.6849216e-07,0.17027323,5.5606267e-07,3.6239624e-05,,32.428638,
59,235.9425,1527741975.3408,175.878,1,0,1.0996895,3.3727498,0.053711519,1.6849216e-07,0.1805748,5.5606267e-07,0.00010299683,,32.441544,
60,245.9444,1527741985.3427,185.8799,1,0,1.0999794,3.373282,0.056766536,1.6849216e-07,0.19087942,5.5606267e-07,-1.9073486e-06,,32.44223799306139,
61,255.9462,1527741995.3445,195.8817,1,0,1.0991478,3.3738341,0.05981975,1.6849216e-07,0.20117952,5.5606267e-07,3.0517578e-05,,32.403648,
62,265.9474,1527742005.3457,205.8829,1,0,1.0998993,3.3742385,0.062874131,1.6849216e-07,0.21148504,5.5606267e-07,6.8664551e-05,,32.454224,
63,275.9507,1527742015.349,215.8862,1,0,1.0995445,3.3747087,0.065929055,1.6849216e-07,0.22179382,5.5606267e-07,4.3869019e-05,,32.493362,
64,285.951,1527742025.3493,225.8865,1,0,1.1001358,3.3751922,0.068983898,1.6849216e-07,0.23210371,5.5606267e-07,7.724762e-05,,32.511433,
65,295.9512,1527742035.3495,235.8867,1,0,1.099411,3.3756022,0.072038256,1.6849216e-07,0.24241331,5.5606267e-07,-4.2915344e-05,,32.47111940312791,
66,305.9563,1527742045.3546,245.8918,1,0,1.0980721,3.3760114,0.075092942,1.6849216e-07,0.25272536,5.5606267e-07,4.4822693e-05,,32.504196,
67,315.9595,1527742055.3578,255.895,1,0,1.0984421,3.37643,0.078147776,1.6849216e-07,0.26303917,5.5606267e-07,7.3432922e-05,,32.483105,
68,325.9677,1527742065.366,265.9032,1,0,1.1004105,3.3768325,0.081203386,1.6849216e-07,0.27335685,5.5606267e-07,6.8664551e-05,,32.475105,
69,335.9723,1527742075.3706,275.9078,1,0,1.0993347,3.3772874,0.084259689,1.6849216e-07,0.2836782,5.5606267e-07,6.1035156e-05,,32.554546,
70,345.9757,1527742085.374,285.9112,1,0,1.099617,3.3776822,0.087315589,1.6849216e-07,0.2939994,5.5606267e-07,-2.2888184e-05,,32.57257781974309,
71,355.9816,1527742095.3799,295.9171,1,0,1.0999298,3.3780799,0.090371571,1.6849216e-07,0.30432218,5.5606267e-07,2.8610229e-05,,32.560638119329596,
72,365.9867,1527742105.385,305.9222,1,0,1.099453,3.3784862,0.093427055,1.6849216e-07,0.31464449,5.5606267e-07,6.5803528e-05,,32.59273467919361,
73,375.9902,1527742115.3885,315.9257,1,0,1.0995979,3.3788781,0.096481845,1.6849216e-07,0.32496572,5.5606267e-07,2.0980835e-05,,32.634903,
74,385.9935,1527742125.3918,325.929,1,0,1.0993576,3.3793616,0.099536039,1.6849216e-07,0.3352862,5.5606267e-07,5.9127808e-05,,32.591591,
75,395.9995,1527742135.3978,335.935,1,0,1.0992966,3.3797736,0.10259249,1.6849216e-07,0.3456156,5.5606267e-07,3.6239624e-05,,32.597446,
76,406.0021,1527742145.4004,345.9376,1,0,1.098938,3.3801761,0.10564607,1.6849216e-07,0.35593653,5.5606267e-07,4.7683716e-05,,32.635841,
77,416.0089,1527742155.4072,355.9444,1,0,1.0998573,3.3805928,0.1087007,1.6849216e-07,0.36626235,5.5606267e-07,0.00010204315,,32.630711051264626,
78,426.013,1527742165.4113,365.9485,1,0,1.0994835,3.3810506,0.11175805,1.6849216e-07,0.37659866,5.5606267e-07,5.8174133e-05,,32.649689,
79,436.0172,1527742175.4155,375.9527,1,0,1.0987968,3.3814454,0.11481318,1.6849216e-07,0.38692874,5.5606267e-07,3.528595e-05,,32.63982009864758,
80,446.0222,1527742185.4205,385.9577,1,0,1.0985947,3.3818765,0.1178687,1.6849216e-07,0.3972615,5.5606267e-07,5.0544739e-05,,32.612473273333336,
81,456.0267,1527742195.425,395.9622,1,0,1.099556,3.3823113,0.12092384,1.6849216e-07,0.40759429,5.5606267e-07,-1.4305115e-05,,32.679668,
82,466.0316,1527742205.4299,405.9671,1,0,1.1009598,3.3827252,0.12397932,1.6849216e-07,0.41792959,5.5606267e-07,4.7683716e-06,,32.679909,
83,476.0318,1527742215.4301,415.9673,1,0,1.0996246,3.3832297,0.12703228,1.6849216e-07,0.4282577,5.5606267e-07,4.3869019e-05,,32.671917,
84,486.037,1527742225.4353,425.9725,1,0,1.0993576,3.383677,0.13008878,1.6849216e-07,0.43859911,5.5606267e-07,9.4413757e-05,,32.72322048723177,
85,496.041,1527742235.4393,435.9765,1,0,1.0993385,3.3840709,0.13314286,1.6849216e-07,0.44893375,5.5606267e-07,5.6266785e-05,,32.66658456614354,
86,506.0453,1527742245.4436,445.9808,1,0,1.0987968,3.3844924,0.13619892,1.6849216e-07,0.45927641,5.5606267e-07,5.531311e-05,,32.69185574738862,
87,516.0456,1527742255.4439,455.9811,1,0,1.0990028,3.3850207,0.13925296,1.6849216e-07,0.46961361,5.5606267e-07,5.2452087e-05,,32.69071601139966,
88,526.0508,1527742265.4491,465.9863,1,0,1.0989189,3.3853917,0.14230803,1.6849216e-07,0.47995564,5.5606267e-07,1.7166138e-05,,32.7473404340443,
89,536.0549,1527742275.4532,475.9904,1,0,1.0997124,3.3858724,0.14536309,1.6849216e-07,0.49029908,5.5606267e-07,4.7683716e-05,,32.71691930409532,
90,546.0592,1527742285.4575,485.9947,1,0,1.0991402,3.3863511,0.14841789,1.6849216e-07,0.50064296,5.5606267e-07,6.2942505e-05,,32.70591011004269,
91,556.0643,1527742295.4626,495.9998,1,0,1.099678,3.3867831,0.15147188,1.6849216e-07,0.51098555,5.5606267e-07,-7.6293945e-06,,32.671524,
92,566.0677,1527742305.466,506.0032,1,0,1.0993538,3.3872542,0.15452752,1.6849216e-07,0.52133495,5.5606267e-07,5.9127808e-05,,32.71618955349627,
93,576.072,1527742315.4703,516.0075,1,0,1.0997391,3.3876796,0.15758142,1.6849216e-07,0.53167993,5.5606267e-07,4.3869019e-05,,32.79957516649841,
94,586.077,1527742325.4753,526.0125,1,0,1.0990524,3.3881402,0.16063769,1.6849216e-07,0.54203433,5.5606267e-07,-7.6293945e-06,,32.759495400609694,
95,596.0822,1527742335.4805,536.0177,1,0,1.0987396,3.3885865,0.16369182,1.6849216e-07,0.55238283,5.5606267e-07,4.7683716e-06,,32.740318,
96,606.0824,1527742345.4807,546.0179,1,0,1.0993538,3.3890395,0.16674674,1.6849216e-07,0.56273544,5.5606267e-07,6.0081482e-05,,32.76160778710639,
97,616.0874,1527742355.4857,556.0229,1,0,1.1000938,3.3894992,0.16980098,1.6849216e-07,0.57308716,5.5606267e-07,4.0054321e-05,,32.75457807026487,
98,626.0909,1527742365.4892,566.0264,1,0,1.0991707,3.389936,0.17285678,1.6849216e-07,0.58344549,5.5606267e-07,2.0980835e-05,,32.76956885014245,
99,636.0944,1527742375.4927,576.0299,1,0,1.0997391,3.3904071,0.17591155,1.6849216e-07,0.59380174,5.5606267e-07,4.5776367e-05,,32.79064878927375,
100,646.0985,1527742385.4968,586.034,1,0,1.0993042,3.390862,0.17896546,1.6849216e-07,0.60415655,5.5606267e-07,5.9127808e-05,,32.73516155465259,
101,656.1037,1527742395.502,596.0392,1,0,1.0991402,3.3913341,0.18202159,1.6849216e-07,0.61452025,5.5606267e-07,2.1934509e-05,,32.833012,
102,666.1063,1527742405.5046,606.0418,1,0,1.0994835,3.3918195,0.18507496,1.6849216e-07,0.62487596,5.5606267e-07,9.1552734e-05,,32.75436478626771,
103,676.1113,1527742415.5096,616.0468,1,0,1.0997391,3.3922887,0.1881309,1.6849216e-07,0.63524181,5.5606267e-07,8.6784363e-05,,32.77469579678161,
104,686.1157,1527742425.514,626.0512,1,0,1.1003799,3.3927608,0.19118485,1.6849216e-07,0.64560235,5.5606267e-07,6.3896179e-05,,32.778706,
105,696.1167,1527742435.515,636.0522,1,0,1.0994606,3.3932052,0.19423732,1.6849216e-07,0.65595925,5.5606267e-07,8.4877014e-05,,32.747559311435744,
106,706.1208,1527742445.5191,646.0563,1,0,1.0989799,3.3936315,0.19729351,1.6849216e-07,0.66633016,5.5606267e-07,2.0027161e-05,,32.776595709749,
107,716.1267,1527742455.525,656.0622,1,0,1.0987015,3.3941083,0.20034902,1.6849216e-07,0.67670023,5.5606267e-07,-3.8146973e-06,,32.76139815189038,
108,726.1309,1527742465.5292,666.0664,1,0,1.0993156,3.3945661,0.20340501,1.6849216e-07,0.68707323,5.5606267e-07,3.4332275e-05,,32.786448749595166,
109,736.1353,1527742475.5336,676.0708,1,0,1.098484,3.3950133,0.2064601,1.6849216e-07,0.69744474,5.5606267e-07,5.1498413e-05,,32.774483,
110,746.1402,1527742485.5385,686.0757,1,0,1.0996819,3.3954854,0.20951542,1.6849216e-07,0.70781839,5.5606267e-07,4.3869019e-05,,32.79275481737131,
111,756.1454,1527742495.5437,696.0809,1,0,1.1004105,3.3960061,0.21256976,1.6849216e-07,0.71819013,5.5606267e-07,8.4877014e-05,,32.794837979180826,
112,766.1461,1527742505.5444,706.0816,1,0,1.09869,3.3964086,0.21562397,1.6849216e-07,0.72856277,5.5606267e-07,-5.7220459e-06,,32.77985014986951,
113,776.1483,1527742515.5466,716.0838,1,0,1.0992012,3.3969045,0.21867795,1.6849216e-07,0.73893607,5.5606267e-07,7.3432922e-05,,32.798819810341726,
114,786.1517,1527742525.55,726.0872,1,0,1.0993843,3.3973413,0.22173271,1.6849216e-07,0.74931347,5.5606267e-07,2.7656555e-05,,32.740318,
115,796.1568,1527742535.5551,736.0923,1,0,1.0990143,3.3977675,0.22478913,1.6849216e-07,0.75969785,5.5606267e-07,4.6730042e-05,,32.810790295636274,
116,806.161,1527742545.5593,746.0965,1,0,1.0997086,3.3982701,0.2278433,1.6849216e-07,0.77007604,5.5606267e-07,0.00010299683,,32.786873,
117,816.1646,1527742555.5629,756.1001,1,0,1.099514,3.398705,0.23089722,1.6849216e-07,0.78045475,5.5606267e-07,6.1035156e-05,,32.805842810370166,
118,826.168,1527742565.5663,766.1035,1,0,1.0994606,3.3991399,0.23395419,1.6849216e-07,0.79084527,5.5606267e-07,9.5367432e-07,,32.751503,
119,836.1752,1527742575.5735,776.1107,1,0,1.0990944,3.3996081,0.23700957,1.6849216e-07,0.80123174,5.5606267e-07,3.0517578e-05,,32.73935312141137,
120,846.1773,1527742585.5756,786.1128,1,0,1.0990028,3.4000907,0.24006464,1.6849216e-07,0.81161857,5.5606267e-07,2.0980835e-05,,32.78970649656572,
121,856.1799,1527742595.5782,796.1154,1,0,1.0993996,3.400516,0.24311832,1.6849216e-07,0.82200205,5.5606267e-07,4.9591064e-05,,32.775871,
122,866.185,1527742605.5833,806.1205,1,0,1.0991554,3.4010262,0.24617445,1.6849216e-07,0.83239532,5.5606267e-07,3.9100647e-05,,32.803225726592174,
123,876.1852,1527742615.5835,816.1207,1,0,1.0982018,3.4014096,0.24922736,1.6849216e-07,0.84277892,5.5606267e-07,3.7193298e-05,,32.844444,
124,886.187,1527742625.5853,826.1225,1,0,1.099041,3.4018989,0.25228173,1.6849216e-07,0.8531689,5.5606267e-07,4.3869019e-05,,32.781929,
125,896.1914,1527742635.5897,836.1269,1,0,1.0990143,3.4023452,0.25533766,1.6849216e-07,0.86356556,5.5606267e-07,5.4359436e-05,,32.816341,
126,906.1964,1527742645.5947,846.1319,1,0,1.0997391,3.4028316,0.25839281,1.6849216e-07,0.87396103,5.5606267e-07,5.0544739e-05,,32.768631,
127,916.2006,1527742655.5989,856.1361,1,0,1.099781,3.403254,0.26144806,1.6849216e-07,0.88435811,5.5606267e-07,8.4877014e-05,,32.812363,
128,926.2049,1527742665.6032,866.1404,1,0,1.1004601,3.4037423,0.26450202,1.6849216e-07,0.8947522,5.5606267e-07,5.8174133e-05,,32.7981,
129,936.2099,1527742675.6082,876.1454,1,0,1.0994263,3.4041686,0.2675586,1.6849216e-07,0.90515661,5.5606267e-07,2.6702881e-05,,32.839314,
130,946.2142,1527742685.6125,886.1497,1,0,1.0985222,3.404614,0.27061352,1.6849216e-07,0.91555673,5.5606267e-07,4.9591064e-05,,32.808384,
131,956.2183,1527742695.6166,896.1538,1,0,1.0994949,3.4050317,0.2736679,1.6849216e-07,0.92595631,5.5606267e-07,0.0,,32.836487,
132,966.224,1527742705.6223,906.1595,1,0,1.0991669,3.4054971,0.27672347,1.6849216e-07,0.93636137,5.5606267e-07,0.00011062622,,32.7981,
133,976.2301,1527742715.6284,916.1656,1,0,1.098774,3.40593,0.27977994,1.6849216e-07,0.94677079,5.5606267e-07,9.2506409e-05,,32.746803,
134,986.2345,1527742725.6328,926.17,1,0,1.0996513,3.4063897,0.2828351,1.6849216e-07,0.95717716,5.5606267e-07,1.2397766e-05,,32.784256,
135,996.2416,1527742735.6399,936.1771,1,0,1.0992241,3.4067683,0.28588951,1.6849216e-07,0.96758229,5.5606267e-07,1.1444092e-05,,32.780064041889844,
136,1006.2446,1527742745.6429,946.1801,1,0,1.0989494,3.4072556,0.28894559,1.6849216e-07,0.97799444,5.5606267e-07,2.2888184e-05,,32.775871,
137,1016.2448,1527742755.6431,956.1803,1,0,1.0986366,3.4076991,0.29199958,1.6849216e-07,0.98840076,5.5606267e-07,9.3460083e-05,,32.77092404946852,
138,1026.2451,1527742765.6434,966.1806,1,0,1.0993156,3.408155,0.29505306,1.6849216e-07,0.99880677,5.5606267e-07,1.335144e-05,,32.74700923914283,
139,1036.2468,1527742775.6451,976.1823,1,0,1.0992813,3.4084783,0.29810756,1.6849216e-07,1.0092175,5.5606267e-07,-3.528595e-05,,32.77910167912455,
140,1046.2471,1527742785.6454,986.1826,1,0,1.0984001,3.4089913,0.30116153,1.6849216e-07,1.0196278,5.5606267e-07,4.5776367e-05,,32.715675,
141,1056.2473,1527742795.6456,996.1828,1,0,1.0991364,3.4094071,0.3042146,1.6849216e-07,1.0300363,5.5606267e-07,3.2424927e-05,,32.77910136574903,
142,1066.2497,1527742805.648,1006.1852,1,0,1.099678,3.4098964,0.30726919,1.6849216e-07,1.0404513,5.5606267e-07,7.724762e-05,,32.75991819179397,
143,1076.2501,1527742815.6484,1016.1856,1,0,1.0982933,3.4102979,0.31032309,1.6849216e-07,1.0508654,5.5606267e-07,2.7656555e-05,,32.73977720140194,
144,1086.2511,1527742825.6494,1026.1866,1,0,1.09869,3.4107184,0.31337744,1.6849216e-07,1.0612822,5.5606267e-07,4.1007996e-05,,32.78213857642236,
145,1096.252,1527742835.6503,1036.1875,1,0,1.0990448,3.4111466,0.31643155,1.6849216e-07,1.0716996,5.5606267e-07,3.3378601e-05,,32.74396938166565,
146,1106.2551,1527742845.6534,1046.1906,1,0,1.098629,3.4115729,0.31948689,1.6849216e-07,1.0821223,5.5606267e-07,3.3378601e-05,,32.696678,
147,1116.2594,1527742855.6577,1056.1949,1,0,1.0982285,3.411983,0.32254118,1.6849216e-07,1.092543,5.5606267e-07,4.0054321e-05,,32.70865588027268,
148,1126.2619,1527742865.6602,1066.1974,1,0,1.0999107,3.4124293,0.3255969,1.6849216e-07,1.1029698,5.5606267e-07,-1.5258789e-05,,32.72500183658086,
149,1136.2658,1527742875.6641,1076.2013,1,0,1.0993271,3.4128194,0.32865086,1.6849216e-07,1.1133919,5.5606267e-07,5.1498413e-05,,32.69761727374324,
150,1146.271,1527742885.6693,1086.2065,1,0,1.0989685,3.4132962,0.33170536,1.6849216e-07,1.1238171,5.5606267e-07,4.196167e-05,,32.67140226201375,
151,1156.2723,1527742895.6706,1096.2078,1,0,1.0993652,3.4136949,0.33476049,1.6849216e-07,1.1342456,5.5606267e-07,4.196167e-05,,32.690376,
152,1166.2779,1527742905.6762,1106.2134,1,0,1.0996399,3.4141307,0.33781597,1.6849216e-07,1.1446769,5.5606267e-07,1.9073486e-05,,32.63135158991375,
153,1176.2806,1527742915.6789,1116.2161,1,0,1.098774,3.4145741,0.34087065,1.6849216e-07,1.1551067,5.5606267e-07,0.0001115799,,32.66929562065243,
154,1186.2825,1527742925.6808,1126.218,1,0,1.0996094,3.4150329,0.34392565,1.6849216e-07,1.1655389,5.5606267e-07,7.6293945e-05,,32.64214327147842,
155,1196.2853,1527742935.6836,1136.2208,1,0,1.1000328,3.4154563,0.34698009,1.6849216e-07,1.1759707,5.5606267e-07,1.6212463e-05,,32.633221,
156,1206.2863,1527742945.6846,1146.2218,1,0,1.0985718,3.4159589,0.3500334,1.6849216e-07,1.1863998,5.5606267e-07,9.6321106e-05,,32.6645846863945,
157,1216.2872,1527742955.6855,1156.2227,1,0,1.0995102,3.416389,0.35308793,1.6849216e-07,1.1968344,5.5606267e-07,2.7656555e-05,,32.65337011213991,
158,1226.2923,1527742965.6906,1166.2278,1,0,1.0995522,3.4168134,0.35614312,1.6849216e-07,1.2072729,5.5606267e-07,4.2915344e-05,,32.599014,
159,1236.2937,1527742975.692,1176.2292,1,0,1.0992317,3.4172664,0.35919815,1.6849216e-07,1.2177119,5.5606267e-07,3.0517578e-05,,32.629238,
160,1246.2953,1527742985.6936,1186.2308,1,0,1.0988846,3.4177661,0.36225149,1.6849216e-07,1.2281469,5.5606267e-07,7.0571899e-05,,32.62450404733195,
161,1256.3012,1527742995.6995,1196.2367,1,0,1.0999908,3.4182487,0.36530739,1.6849216e-07,1.2385919,5.5606267e-07,7.6293945e-05,,32.58875735725922,
162,1266.3013,1527743005.6996,1206.2368,1,0,1.09869,3.4186893,0.36836034,1.6849216e-07,1.2490282,5.5606267e-07,1.7166138e-05,,32.617081,
163,1276.3035,1527743015.7018,1216.239,1,0,1.0989723,3.4191718,0.3714163,1.6849216e-07,1.2594765,5.5606267e-07,7.5340271e-05,,32.555691,
164,1286.3081,1527743025.7064,1226.2436,1,0,1.0992851,3.4196734,0.3744708,1.6849216e-07,1.2699211,5.5606267e-07,0.0001077652,,32.627338,
165,1296.3087,1527743035.707,1236.2442,1,0,1.0987396,3.420217,0.37752402,1.6849216e-07,1.280363,5.5606267e-07,2.7656555e-05,,32.575119,
166,1306.3122,1527743045.7105,1246.2477,1,0,1.0989609,3.420691,0.38057864,1.6849216e-07,1.2908111,5.5606267e-07,1.9073486e-05,,32.58025,
167,1316.3123,1527743055.7106,1256.2478,1,0,1.1000748,3.4212117,0.38363239,1.6849216e-07,1.3012578,5.5606267e-07,2.3841858e-05,,32.56199618253635,
